Time [s],Sig [V]
-6.7752880E-03,4.3223572E+00
-6.7713360E-03,4.3208313E+00
-6.7673840E-03,4.3180847E+00
-6.7634320E-03,4.3138123E+00
-6.7594800E-03,4.3165588E+00
-6.7555280E-03,4.3177795E+00
-6.7515760E-03,4.3159485E+00
-6.7476240E-03,4.3171692E+00
-6.7436720E-03,4.3165588E+00
-6.7397200E-03,4.3159485E+00
-6.7357680E-03,4.3223572E+00
-6.7318160E-03,4.3217468E+00
-6.7278640E-03,4.3196106E+00
-6.7239120E-03,4.3220520E+00
-6.7199600E-03,4.3229675E+00
-6.7160080E-03,4.3193054E+00
-6.7120560E-03,4.3180847E+00
-6.7081040E-03,4.3205261E+00
-6.7041520E-03,4.3193054E+00
-6.7002000E-03,4.3226624E+00
-6.6962480E-03,4.3199158E+00
-6.6922960E-03,4.3235779E+00
-6.6883440E-03,4.3223572E+00
-6.6843920E-03,4.3205261E+00
-6.6804400E-03,4.3238831E+00
-6.6764880E-03,4.3284607E+00
-6.6725360E-03,4.3275452E+00
-6.6685840E-03,4.3235779E+00
-6.6646320E-03,4.3196106E+00
-6.6606800E-03,4.3238831E+00
-6.6567280E-03,4.3232727E+00
-6.6527760E-03,4.3214417E+00
-6.6488240E-03,4.3235779E+00
-6.6448720E-03,4.3260193E+00
-6.6409200E-03,4.3235779E+00
-6.6369680E-03,4.3202209E+00
-6.6330160E-03,4.3232727E+00
-6.6290640E-03,4.3171692E+00
-6.6251120E-03,4.3141174E+00
-6.6211600E-03,4.3193054E+00
-6.6172080E-03,4.3180847E+00
-6.6132560E-03,4.3168640E+00
-6.6093040E-03,4.3193054E+00
-6.6053520E-03,4.3186951E+00
-6.6014000E-03,4.3165588E+00
-6.5974480E-03,4.3150330E+00
-6.5934960E-03,4.3077087E+00
-6.5895440E-03,4.3156433E+00
-6.5855920E-03,4.3165588E+00
-6.5816400E-03,4.3190002E+00
-6.5776880E-03,4.3183899E+00
-6.5737360E-03,4.3223572E+00
-6.5697840E-03,4.3241882E+00
-6.5658320E-03,4.3180847E+00
-6.5618800E-03,4.3177795E+00
-6.5579280E-03,4.3205261E+00
-6.5539760E-03,4.3174744E+00
-6.5500240E-03,4.3186951E+00
-6.5460720E-03,4.3165588E+00
-6.5421200E-03,4.3168640E+00
-6.5381680E-03,4.3190002E+00
-6.5342160E-03,4.3217468E+00
-6.5302640E-03,4.3190002E+00
-6.5263120E-03,4.3193054E+00
-6.5223600E-03,4.3193054E+00
-6.5184080E-03,4.3171692E+00
-6.5144560E-03,4.3226624E+00
-6.5105040E-03,4.3232727E+00
-6.5065520E-03,4.3244934E+00
-6.5026000E-03,4.3281555E+00
-6.4986480E-03,4.3257141E+00
-6.4946960E-03,4.3269348E+00
-6.4907440E-03,4.3260193E+00
-6.4867920E-03,4.3217468E+00
-6.4828400E-03,4.3287659E+00
-6.4788880E-03,4.3266296E+00
-6.4749360E-03,4.3217468E+00
-6.4709840E-03,4.3205261E+00
-6.4670320E-03,4.3260193E+00
-6.4630800E-03,4.3247986E+00
-6.4591280E-03,4.3202209E+00
-6.4551760E-03,4.3254089E+00
-6.4512240E-03,4.3235779E+00
-6.4472720E-03,4.3214417E+00
-6.4433200E-03,4.3205261E+00
-6.4393680E-03,4.3202209E+00
-6.4354160E-03,4.3190002E+00
-6.4314640E-03,4.3168640E+00
-6.4275120E-03,4.3208313E+00
-6.4235600E-03,4.3171692E+00
-6.4196080E-03,4.3217468E+00
-6.4156560E-03,4.3220520E+00
-6.4117040E-03,4.3235779E+00
-6.4077520E-03,4.3229675E+00
-6.4038000E-03,4.3202209E+00
-6.3998480E-03,4.3260193E+00
-6.3958960E-03,4.3299866E+00
-6.3919440E-03,4.3251038E+00
-6.3879920E-03,4.3247986E+00
-6.3840400E-03,4.3241882E+00
-6.3800880E-03,4.3208313E+00
-6.3761360E-03,4.3193054E+00
-6.3721840E-03,4.3235779E+00
-6.3682320E-03,4.3244934E+00
-6.3642800E-03,4.3269348E+00
-6.3603280E-03,4.3299866E+00
-6.3563760E-03,4.3312073E+00
-6.3524240E-03,4.3281555E+00
-6.3484720E-03,4.3251038E+00
-6.3445200E-03,4.3321228E+00
-6.3405680E-03,4.3305969E+00
-6.3366160E-03,4.3302917E+00
-6.3326640E-03,4.3321228E+00
-6.3287120E-03,4.3284607E+00
-6.3247600E-03,4.3302917E+00
-6.3208080E-03,4.3296814E+00
-6.3168560E-03,4.3302917E+00
-6.3129040E-03,4.3263245E+00
-6.3089520E-03,4.3269348E+00
-6.3050000E-03,4.3275452E+00
-6.3010480E-03,4.3278503E+00
-6.2970960E-03,4.3266296E+00
-6.2931440E-03,4.3293762E+00
-6.2891920E-03,4.3266296E+00
-6.2852400E-03,4.3345642E+00
-6.2812880E-03,4.3394470E+00
-6.2773360E-03,4.3327332E+00
-6.2733840E-03,4.3342590E+00
-6.2694320E-03,4.3312073E+00
-6.2654800E-03,4.3272400E+00
-6.2615280E-03,4.3263245E+00
-6.2575760E-03,4.3281555E+00
-6.2536240E-03,4.3254089E+00
-6.2496720E-03,4.3226624E+00
-6.2457200E-03,4.3278503E+00
-6.2417680E-03,4.3296814E+00
-6.2378160E-03,4.3327332E+00
-6.2338640E-03,4.3290710E+00
-6.2299120E-03,4.3263245E+00
-6.2259600E-03,4.3272400E+00
-6.2220080E-03,4.3293762E+00
-6.2180560E-03,4.3278503E+00
-6.2141040E-03,4.3238831E+00
-6.2101520E-03,4.3260193E+00
-6.2062000E-03,4.3269348E+00
-6.2022480E-03,4.3305969E+00
-6.1982960E-03,4.3299866E+00
-6.1943440E-03,4.3260193E+00
-6.1903920E-03,4.3284607E+00
-6.1864400E-03,4.3254089E+00
-6.1824880E-03,4.3266296E+00
-6.1785360E-03,4.3281555E+00
-6.1745840E-03,4.3238831E+00
-6.1706320E-03,4.3257141E+00
-6.1666800E-03,4.3312073E+00
-6.1627280E-03,4.3321228E+00
-6.1587760E-03,4.3309021E+00
-6.1548240E-03,4.3348694E+00
-6.1508720E-03,4.3321228E+00
-6.1469200E-03,4.3312073E+00
-6.1429680E-03,4.3269348E+00
-6.1390160E-03,4.3269348E+00
-6.1350640E-03,4.3269348E+00
-6.1311120E-03,4.3202209E+00
-6.1271600E-03,4.3193054E+00
-6.1232080E-03,4.3220520E+00
-6.1192560E-03,4.3254089E+00
-6.1153040E-03,4.3257141E+00
-6.1113520E-03,4.3309021E+00
-6.1074000E-03,4.3290710E+00
-6.1034480E-03,4.3318176E+00
-6.0994960E-03,4.3327332E+00
-6.0955440E-03,4.3299866E+00
-6.0915920E-03,4.3229675E+00
-6.0876400E-03,4.3244934E+00
-6.0836880E-03,4.3318176E+00
-6.0797360E-03,4.3299866E+00
-6.0757840E-03,4.3309021E+00
-6.0718320E-03,4.3354797E+00
-6.0678800E-03,4.3327332E+00
-6.0639280E-03,4.3287659E+00
-6.0599760E-03,4.3284607E+00
-6.0560240E-03,4.3345642E+00
-6.0520720E-03,4.3269348E+00
-6.0481200E-03,4.3281555E+00
-6.0441680E-03,4.3296814E+00
-6.0402160E-03,4.3287659E+00
-6.0362640E-03,4.3241882E+00
-6.0323120E-03,4.3257141E+00
-6.0283600E-03,4.3269348E+00
-6.0244080E-03,4.3232727E+00
-6.0204560E-03,4.3211365E+00
-6.0165040E-03,4.3266296E+00
-6.0125520E-03,4.3296814E+00
-6.0086000E-03,4.3290710E+00
-6.0046480E-03,4.3287659E+00
-6.0006960E-03,4.3290710E+00
-5.9967440E-03,4.3299866E+00
-5.9927920E-03,4.3318176E+00
-5.9888400E-03,4.3284607E+00
-5.9848880E-03,4.3290710E+00
-5.9809360E-03,4.3312073E+00
-5.9769840E-03,4.3336487E+00
-5.9730320E-03,4.3299866E+00
-5.9690800E-03,4.3260193E+00
-5.9651280E-03,4.3260193E+00
-5.9611760E-03,4.3324280E+00
-5.9572240E-03,4.3315125E+00
-5.9532720E-03,4.3321228E+00
-5.9493200E-03,4.3269348E+00
-5.9453680E-03,4.3260193E+00
-5.9414160E-03,4.3284607E+00
-5.9374640E-03,4.3299866E+00
-5.9335120E-03,4.3241882E+00
-5.9295600E-03,4.3260193E+00
-5.9256080E-03,4.3296814E+00
-5.9216560E-03,4.3275452E+00
-5.9177040E-03,4.3254089E+00
-5.9137520E-03,4.3284607E+00
-5.9098000E-03,4.3305969E+00
-5.9058480E-03,4.3284607E+00
-5.9018960E-03,4.3275452E+00
-5.8979440E-03,4.3336487E+00
-5.8939920E-03,4.3269348E+00
-5.8900400E-03,4.3266296E+00
-5.8860880E-03,4.3327332E+00
-5.8821360E-03,4.3296814E+00
-5.8781840E-03,4.3275452E+00
-5.8742320E-03,4.3290710E+00
-5.8702800E-03,4.3290710E+00
-5.8663280E-03,4.3312073E+00
-5.8623760E-03,4.3373108E+00
-5.8584240E-03,4.3360901E+00
-5.8544720E-03,4.3336487E+00
-5.8505200E-03,4.3351746E+00
-5.8465680E-03,4.3321228E+00
-5.8426160E-03,4.3318176E+00
-5.8386640E-03,4.3278503E+00
-5.8347120E-03,4.3281555E+00
-5.8307600E-03,4.3284607E+00
-5.8268080E-03,4.3266296E+00
-5.8228560E-03,4.3241882E+00
-5.8189040E-03,4.3287659E+00
-5.8149520E-03,4.3275452E+00
-5.8110000E-03,4.3305969E+00
-5.8070480E-03,4.3293762E+00
-5.8030960E-03,4.3321228E+00
-5.7991440E-03,4.3312073E+00
-5.7951920E-03,4.3324280E+00
-5.7912400E-03,4.3318176E+00
-5.7872880E-03,4.3342590E+00
-5.7833360E-03,4.3360901E+00
-5.7793840E-03,4.3302917E+00
-5.7754320E-03,4.3330383E+00
-5.7714800E-03,4.3305969E+00
-5.7675280E-03,4.3324280E+00
-5.7635760E-03,4.3330383E+00
-5.7596240E-03,4.3315125E+00
-5.7556720E-03,4.3299866E+00
-5.7517200E-03,4.3327332E+00
-5.7477680E-03,4.3284607E+00
-5.7438160E-03,4.3278503E+00
-5.7398640E-03,4.3214417E+00
-5.7359120E-03,4.3251038E+00
-5.7319600E-03,4.3290710E+00
-5.7280080E-03,4.3281555E+00
-5.7240560E-03,4.3269348E+00
-5.7201040E-03,4.3321228E+00
-5.7161520E-03,4.3333435E+00
-5.7122000E-03,4.3269348E+00
-5.7082480E-03,4.3272400E+00
-5.7042960E-03,4.3263245E+00
-5.7003440E-03,4.3290710E+00
-5.6963920E-03,4.3223572E+00
-5.6924400E-03,4.3232727E+00
-5.6884880E-03,4.3241882E+00
-5.6845360E-03,4.3238831E+00
-5.6805840E-03,4.3284607E+00
-5.6766320E-03,4.3260193E+00
-5.6726800E-03,4.3293762E+00
-5.6687280E-03,4.3327332E+00
-5.6647760E-03,4.3327332E+00
-5.6608240E-03,4.3363953E+00
-5.6568720E-03,4.3342590E+00
-5.6529200E-03,4.3324280E+00
-5.6489680E-03,4.3351746E+00
-5.6450160E-03,4.3379211E+00
-5.6410640E-03,4.3357849E+00
-5.6371120E-03,4.3379211E+00
-5.6331600E-03,4.3370056E+00
-5.6292080E-03,4.3351746E+00
-5.6252560E-03,4.3357849E+00
-5.6213040E-03,4.3388367E+00
-5.6173520E-03,4.3385315E+00
-5.6134000E-03,4.3351746E+00
-5.6094480E-03,4.3376160E+00
-5.6054960E-03,4.3406677E+00
-5.6015440E-03,4.3373108E+00
-5.5975920E-03,4.3370056E+00
-5.5936400E-03,4.3421936E+00
-5.5896880E-03,4.3370056E+00
-5.5857360E-03,4.3348694E+00
-5.5817840E-03,4.3321228E+00
-5.5778320E-03,4.3342590E+00
-5.5738800E-03,4.3394470E+00
-5.5699280E-03,4.3336487E+00
-5.5659760E-03,4.3388367E+00
-5.5620240E-03,4.3424988E+00
-5.5580720E-03,4.3370056E+00
-5.5541200E-03,4.3327332E+00
-5.5501680E-03,4.3299866E+00
-5.5462160E-03,4.3330383E+00
-5.5422640E-03,4.3299866E+00
-5.5383120E-03,4.3299866E+00
-5.5343600E-03,4.3327332E+00
-5.5304080E-03,4.3379211E+00
-5.5264560E-03,4.3373108E+00
-5.5225040E-03,4.3370056E+00
-5.5185520E-03,4.3376160E+00
-5.5146000E-03,4.3382263E+00
-5.5106480E-03,4.3373108E+00
-5.5066960E-03,4.3370056E+00
-5.5027440E-03,4.3339539E+00
-5.4987920E-03,4.3385315E+00
-5.4948400E-03,4.3443298E+00
-5.4908880E-03,4.3458557E+00
-5.4869360E-03,4.3437195E+00
-5.4829840E-03,4.3376160E+00
-5.4790320E-03,4.3394470E+00
-5.4750800E-03,4.3406677E+00
-5.4711280E-03,4.3327332E+00
-5.4671760E-03,4.3260193E+00
-5.4632240E-03,4.3357849E+00
-5.4592720E-03,4.3351746E+00
-5.4553200E-03,4.3312073E+00
-5.4513680E-03,4.3354797E+00
-5.4474160E-03,4.3351746E+00
-5.4434640E-03,4.3321228E+00
-5.4395120E-03,4.3336487E+00
-5.4355600E-03,4.3305969E+00
-5.4316080E-03,4.3305969E+00
-5.4276560E-03,4.3296814E+00
-5.4237040E-03,4.3266296E+00
-5.4197520E-03,4.3336487E+00
-5.4158000E-03,4.3324280E+00
-5.4118480E-03,4.3309021E+00
-5.4078960E-03,4.3360901E+00
-5.4039440E-03,4.3336487E+00
-5.3999920E-03,4.3345642E+00
-5.3960400E-03,4.3302917E+00
-5.3920880E-03,4.3370056E+00
-5.3881360E-03,4.3385315E+00
-5.3841840E-03,4.3394470E+00
-5.3802320E-03,4.3357849E+00
-5.3762800E-03,4.3305969E+00
-5.3723280E-03,4.3305969E+00
-5.3683760E-03,4.3336487E+00
-5.3644240E-03,4.3367004E+00
-5.3604720E-03,4.3318176E+00
-5.3565200E-03,4.3324280E+00
-5.3525680E-03,4.3330383E+00
-5.3486160E-03,4.3327332E+00
-5.3446640E-03,4.3333435E+00
-5.3407120E-03,4.3296814E+00
-5.3367600E-03,4.3342590E+00
-5.3328080E-03,4.3333435E+00
-5.3288560E-03,4.3321228E+00
-5.3249040E-03,4.3357849E+00
-5.3209520E-03,4.3412781E+00
-5.3170000E-03,4.3351746E+00
-5.3130480E-03,4.3342590E+00
-5.3090960E-03,4.3315125E+00
-5.3051440E-03,4.3327332E+00
-5.3011920E-03,4.3321228E+00
-5.2972400E-03,4.3333435E+00
-5.2932880E-03,4.3385315E+00
-5.2893360E-03,4.3357849E+00
-5.2853840E-03,4.3324280E+00
-5.2814320E-03,4.3342590E+00
-5.2774800E-03,4.3336487E+00
-5.2735280E-03,4.3251038E+00
-5.2695760E-03,4.3284607E+00
-5.2656240E-03,4.3312073E+00
-5.2616720E-03,4.3299866E+00
-5.2577200E-03,4.3278503E+00
-5.2537680E-03,4.3269348E+00
-5.2498160E-03,4.3287659E+00
-5.2458640E-03,4.3296814E+00
-5.2419120E-03,4.3318176E+00
-5.2379600E-03,4.3284607E+00
-5.2340080E-03,4.3305969E+00
-5.2300560E-03,4.3275452E+00
-5.2261040E-03,4.3333435E+00
-5.2221520E-03,4.3318176E+00
-5.2182000E-03,4.3367004E+00
-5.2142480E-03,4.3421936E+00
-5.2102960E-03,4.3403625E+00
-5.2063440E-03,4.3357849E+00
-5.2023920E-03,4.3315125E+00
-5.1984400E-03,4.3348694E+00
-5.1944880E-03,4.3351746E+00
-5.1905360E-03,4.3367004E+00
-5.1865840E-03,4.3336487E+00
-5.1826320E-03,4.3336487E+00
-5.1786800E-03,4.3376160E+00
-5.1747280E-03,4.3348694E+00
-5.1707760E-03,4.3342590E+00
-5.1668240E-03,4.3379211E+00
-5.1628720E-03,4.3397522E+00
-5.1589200E-03,4.3370056E+00
-5.1549680E-03,4.3363953E+00
-5.1510160E-03,4.3330383E+00
-5.1470640E-03,4.3324280E+00
-5.1431120E-03,4.3348694E+00
-5.1391600E-03,4.3367004E+00
-5.1352080E-03,4.3409729E+00
-5.1312560E-03,4.3363953E+00
-5.1273040E-03,4.3400574E+00
-5.1233520E-03,4.3458557E+00
-5.1194000E-03,4.3409729E+00
-5.1154480E-03,4.3388367E+00
-5.1114960E-03,4.3376160E+00
-5.1075440E-03,4.3370056E+00
-5.1035920E-03,4.3348694E+00
-5.0996400E-03,4.3354797E+00
